Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH1
2.4936e-02,0.058125
2.4968e-02,0.05625
2.5000e-02,0.064375
2.5032e-02,0.0660938
2.5064e-02,0.0635156
2.5096e-02,0.0607031
2.5128e-02,0.0625
2.5160e-02,0.0609375
2.5192e-02,0.0619531
2.5224e-02,0.0616406
2.5256e-02,0.0592187
2.5288e-02,0.0616406
2.5320e-02,0.0639063
2.5352e-02,0.0659375
2.5384e-02,0.068125
2.5416e-02,0.0679687
2.5448e-02,0.069375
2.5480e-02,0.0676562
2.5512e-02,0.0660156
2.5544e-02,0.0661719
2.5576e-02,0.0659375
2.5608e-02,0.0635156
2.5640e-02,0.0657031
2.5672e-02,0.0625781
2.5704e-02,0.0601562
2.5736e-02,0.0639063
2.5768e-02,0.0625781
2.5800e-02,0.0614062
2.5832e-02,0.0620312
2.5864e-02,0.0622656
2.5896e-02,0.0621875
2.5928e-02,0.0597656
2.5960e-02,0.0597656
2.5992e-02,0.0603906
2.6024e-02,0.0609375
2.6056e-02,0.0582031
2.6088e-02,0.0567969
2.6120e-02,0.0573438
2.6152e-02,0.05375
2.6184e-02,0.053125
2.6216e-02,0.0545312
2.6248e-02,0.0549219
2.6280e-02,0.0574219
2.6312e-02,0.0547656
2.6344e-02,0.0511719
2.6376e-02,0.0546094
2.6408e-02,0.0542969
2.6440e-02,0.0504688
2.6472e-02,0.0519531
2.6504e-02,0.0536719
2.6536e-02,0.0589062
2.6568e-02,0.0582031
2.6600e-02,0.054375
2.6632e-02,0.0547656
2.6664e-02,0.0560938
2.6696e-02,0.0503906
2.6728e-02,0.0503906
2.6760e-02,0.05
2.6792e-02,0.0491406
2.6824e-02,0.0505469
2.6856e-02,0.0503906
2.6888e-02,0.0501562
2.6920e-02,0.0548437
2.6952e-02,0.0566406
2.6984e-02,0.0528125
2.7016e-02,0.0541406
2.7048e-02,0.0538281
2.7080e-02,0.0535937
2.7112e-02,0.0516406
2.7144e-02,0.0498437
2.7176e-02,0.0499219
2.7208e-02,0.0498437
2.7240e-02,0.05
2.7272e-02,0.0517969
2.7304e-02,0.0504688
2.7336e-02,0.0503906
2.7368e-02,0.05
2.7400e-02,0.0516406
2.7432e-02,0.0510937
2.7464e-02,0.0507812
2.7496e-02,0.05
2.7528e-02,0.0500781
2.7560e-02,0.0503125
2.7592e-02,0.0534375
2.7624e-02,0.0569531
2.7656e-02,0.0555469
2.7688e-02,0.0539063
2.7720e-02,0.0535156
2.7752e-02,0.0523437
2.7784e-02,0.0510937
2.7816e-02,0.0514062
2.7848e-02,0.0535937
2.7880e-02,0.0527344
2.7912e-02,0.0541406
2.7944e-02,0.0575
2.7976e-02,0.0563281
2.8008e-02,0.0570312
2.8040e-02,0.0539844
2.8072e-02,0.0522656
2.8104e-02,0.0547656
2.8136e-02,0.0577344
2.8168e-02,0.0567969
2.8200e-02,0.0580469
2.8232e-02,0.0552344
2.8264e-02,0.0550781
2.8296e-02,0.0588281
2.8328e-02,0.0590625
2.8360e-02,0.0595313
2.8392e-02,0.0542187
2.8424e-02,0.059375
2.8456e-02,0.0564844
2.8488e-02,0.0536719
2.8520e-02,0.0538281
2.8552e-02,0.0549219
2.8584e-02,0.054375
2.8616e-02,0.0553906
2.8648e-02,0.0578906
2.8680e-02,0.0546094
2.8712e-02,0.0567969
2.8744e-02,0.0522656
2.8776e-02,0.055625
2.8808e-02,0.0567969
2.8840e-02,0.055625
2.8872e-02,0.0521875
2.8904e-02,0.0546094
2.8936e-02,0.0534375
2.8968e-02,0.0526562
2.9000e-02,0.0566406
2.9032e-02,0.0526562
2.9064e-02,0.0507812
2.9096e-02,0.0578906
2.9128e-02,0.0557031
2.9160e-02,0.0535937
2.9192e-02,0.0538281
2.9224e-02,0.0560156
2.9256e-02,0.0557812
2.9288e-02,0.054375
2.9320e-02,0.053125
2.9352e-02,0.0535937
2.9384e-02,0.056875
2.9416e-02,0.0547656
2.9448e-02,0.0528906
2.9480e-02,0.0538281
2.9512e-02,0.0557031
2.9544e-02,0.0607813
2.9576e-02,0.0585938
2.9608e-02,0.0534375
2.9640e-02,0.0546094
2.9672e-02,0.058125
2.9704e-02,0.0540625
2.9736e-02,0.0569531
2.9768e-02,0.0567969
2.9800e-02,0.0560156
2.9832e-02,0.0559375
2.9864e-02,0.059375
2.9896e-02,0.06
2.9928e-02,0.0589062
2.9960e-02,0.0614844
2.9992e-02,0.0638281
3.0024e-02,0.0628906
3.0056e-02,0.0654687
3.0088e-02,0.0619531
3.0120e-02,0.0636719
3.0152e-02,0.0667969
3.0184e-02,0.0675
3.0216e-02,0.0667969
3.0248e-02,0.07
3.0280e-02,0.0703125
3.0312e-02,0.0710156
3.0344e-02,0.0732031
3.0376e-02,0.0730469
3.0408e-02,0.07125
3.0440e-02,0.0732031
3.0472e-02,0.0701562
3.0504e-02,0.0682031
3.0536e-02,0.0661719
3.0568e-02,0.068125
3.0600e-02,0.0700781
3.0632e-02,0.070625
3.0664e-02,0.0710156
3.0696e-02,0.0704687
3.0728e-02,0.0701562
3.0760e-02,0.0696094
3.0792e-02,0.0654687
3.0824e-02,0.0698437
3.0856e-02,0.066875
3.0888e-02,0.0642969
3.0920e-02,0.0672656
3.0952e-02,0.0689062
3.0984e-02,0.0685938
3.1016e-02,0.0659375
3.1048e-02,0.0635156
3.1080e-02,0.0614062
3.1112e-02,0.06125
3.1144e-02,0.0600781
3.1176e-02,0.0664062
3.1208e-02,0.0684375
3.1240e-02,0.0692969
3.1272e-02,0.0699219
3.1304e-02,0.0696875
3.1336e-02,0.0723437
3.1368e-02,0.0710156
3.1400e-02,0.0696875
3.1432e-02,0.0698437
3.1464e-02,0.0664062
3.1496e-02,0.0692187
3.1528e-02,0.0703125
3.1560e-02,0.0713281
3.1592e-02,0.0733594
3.1624e-02,0.0785938
3.1656e-02,0.0784375
3.1688e-02,0.0795313
3.1720e-02,0.0744531
3.1752e-02,0.0740625
3.1784e-02,0.0764844
3.1816e-02,0.0778906
3.1848e-02,0.08375
3.1880e-02,0.0841406
3.1912e-02,0.0835937
3.1944e-02,0.0873438
3.1976e-02,0.0925
3.2008e-02,0.0952344
3.2040e-02,0.0996094
3.2072e-02,0.0985156
3.2104e-02,0.102031
3.2136e-02,0.105781
3.2168e-02,0.110703
3.2200e-02,0.121406
3.2232e-02,0.125781
3.2264e-02,0.134375
3.2296e-02,0.148281
3.2328e-02,0.159531
3.2360e-02,0.169297
3.2392e-02,0.186875
3.2424e-02,0.202578
3.2456e-02,0.211719
3.2488e-02,0.223359
3.2520e-02,0.241484
3.2552e-02,0.254844
3.2584e-02,0.271016
3.2616e-02,0.285312
3.2648e-02,0.295625
3.2680e-02,0.296484
3.2712e-02,0.301953
3.2744e-02,0.310469
3.2776e-02,0.311406
3.2808e-02,0.320234
3.2840e-02,0.325937
3.2872e-02,0.3325
3.2904e-02,0.332109
3.2936e-02,0.326641
3.2968e-02,0.318906
3.3000e-02,0.327109
3.3032e-02,0.319453
3.3064e-02,0.304531
3.3096e-02,0.28875
3.3128e-02,0.280625
3.3160e-02,0.276641
3.3192e-02,0.263672
3.3224e-02,0.261016
3.3256e-02,0.254062
3.3288e-02,0.240703
3.3320e-02,0.232031
3.3352e-02,0.228125
3.3384e-02,0.21875
3.3416e-02,0.214141
3.3448e-02,0.208047
3.3480e-02,0.209141
3.3512e-02,0.2075
3.3544e-02,0.210156
3.3576e-02,0.21
3.3608e-02,0.220469
3.3640e-02,0.230703
3.3672e-02,0.234063
3.3704e-02,0.243594
3.3736e-02,0.251953
3.3768e-02,0.261953
3.3800e-02,0.266328
3.3832e-02,0.275391
3.3864e-02,0.293984
3.3896e-02,0.298672
3.3928e-02,0.319063
3.3960e-02,0.346328
3.3992e-02,0.371016
3.4024e-02,0.399844
3.4056e-02,0.430391
3.4088e-02,0.469062
3.4120e-02,0.495234
3.4152e-02,0.546484
3.4184e-02,0.591484
3.4216e-02,0.654687
3.4248e-02,0.719844
3.4280e-02,0.763203
3.4312e-02,0.831484
3.4344e-02,0.895156
3.4376e-02,0.959375
3.4408e-02,1.02234
3.4440e-02,1.07297
3.4472e-02,1.14812
3.4504e-02,1.20437
3.4536e-02,1.23672
3.4568e-02,1.26352
3.4600e-02,1.30711
3.4632e-02,1.35383
3.4664e-02,1.37133
3.4696e-02,1.37914
3.4728e-02,1.37242
3.4760e-02,1.37031
3.4792e-02,1.36805
3.4824e-02,1.36172
3.4856e-02,1.34477
3.4888e-02,1.32859
3.4920e-02,1.29367
3.4952e-02,1.25695
3.4984e-02,1.21711
3.5016e-02,1.15977
3.5048e-02,1.11102
3.5080e-02,1.05758
3.5112e-02,1.00602
3.5144e-02,0.956562
3.5176e-02,0.902891
