Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
2.3192e-02,0.610313
2.3224e-02,0.640313
2.3256e-02,0.634375
2.3288e-02,0.642813
2.3320e-02,0.644375
2.3352e-02,0.649375
2.3384e-02,0.662188
2.3416e-02,0.7075
2.3448e-02,0.724688
2.3480e-02,0.746563
2.3512e-02,0.76625
2.3544e-02,0.809063
2.3576e-02,0.835938
2.3608e-02,0.880313
2.3640e-02,0.912188
2.3672e-02,0.950625
2.3704e-02,1.00938
2.3736e-02,1.07875
2.3768e-02,1.10219
2.3800e-02,1.13438
2.3832e-02,1.18719
2.3864e-02,1.21813
2.3896e-02,1.27375
2.3928e-02,1.33031
2.3960e-02,1.37938
2.3992e-02,1.40625
2.4024e-02,1.45844
2.4056e-02,1.5125
2.4088e-02,1.56125
2.4120e-02,1.61563
2.4152e-02,1.6275
2.4184e-02,1.63219
2.4216e-02,1.64844
2.4248e-02,1.6425
2.4280e-02,1.63281
2.4312e-02,1.65719
2.4344e-02,1.65688
2.4376e-02,1.60688
2.4408e-02,1.60875
2.4440e-02,1.63469
2.4472e-02,1.61156
2.4504e-02,1.5975
2.4536e-02,1.60063
2.4568e-02,1.58813
2.4600e-02,1.58781
2.4632e-02,1.58719
2.4664e-02,1.58594
2.4696e-02,1.60688
2.4728e-02,1.59719
2.4760e-02,1.63188
2.4792e-02,1.64813
2.4824e-02,1.67531
2.4856e-02,1.67938
2.4888e-02,1.69531
2.4920e-02,1.76219
2.4952e-02,1.85031
2.4984e-02,1.91438
2.5016e-02,2.01656
2.5048e-02,2.01906
2.5080e-02,2.09781
2.5112e-02,2.20469
2.5144e-02,2.32375
2.5176e-02,2.43813
2.5208e-02,2.54813
2.5240e-02,2.71719
2.5272e-02,2.90688
2.5304e-02,3.06625
2.5336e-02,3.2075
2.5368e-02,3.41656
2.5400e-02,3.62906
2.5432e-02,3.82063
2.5464e-02,4.04719
2.5496e-02,4.24188
2.5528e-02,4.64188
2.5560e-02,4.87875
2.5592e-02,5.17188
2.5624e-02,5.4975
2.5656e-02,5.90969
2.5688e-02,6.14406
2.5720e-02,6.47875
2.5752e-02,6.72906
2.5784e-02,6.9625
2.5816e-02,7.20875
2.5848e-02,7.42313
2.5880e-02,7.6125
2.5912e-02,7.80469
2.5944e-02,7.95281
2.5976e-02,8.04469
2.6008e-02,8.14563
2.6040e-02,8.26656
2.6072e-02,8.35625
2.6104e-02,8.42813
2.6136e-02,8.47813
2.6168e-02,8.55125
2.6200e-02,8.61719
2.6232e-02,8.57219
2.6264e-02,8.52688
2.6296e-02,8.58313
2.6328e-02,8.6225
2.6360e-02,8.575
2.6392e-02,8.4925
2.6424e-02,8.3925
2.6456e-02,8.24875
2.6488e-02,8.10875
2.6520e-02,7.95063
2.6552e-02,7.78938
2.6584e-02,7.58281
2.6616e-02,7.38469
2.6648e-02,7.10188
2.6680e-02,6.75969
2.6712e-02,6.30656
2.6744e-02,5.92906
2.6776e-02,5.5225
2.6808e-02,5.06969
2.6840e-02,4.69406
2.6872e-02,4.29438
2.6904e-02,3.90188
2.6936e-02,3.51
2.6968e-02,3.14563
2.7000e-02,2.86125
2.7032e-02,2.58938
2.7064e-02,2.38688
2.7096e-02,2.15031
2.7128e-02,1.96281
2.7160e-02,1.76594
2.7192e-02,1.60188
2.7224e-02,1.49219
2.7256e-02,1.40688
2.7288e-02,1.33281
2.7320e-02,1.26156
2.7352e-02,1.23781
2.7384e-02,1.19719
2.7416e-02,1.19594
2.7448e-02,1.15344
2.7480e-02,1.12344
2.7512e-02,1.12
2.7544e-02,1.11469
2.7576e-02,1.11125
2.7608e-02,1.11188
2.7640e-02,1.105
2.7672e-02,1.05438
2.7704e-02,1.04531
2.7736e-02,1.04531
2.7768e-02,1.04719
2.7800e-02,1.04094
2.7832e-02,1.02031
2.7864e-02,0.9875
2.7896e-02,0.951563
2.7928e-02,0.937188
2.7960e-02,0.895938
2.7992e-02,0.860938
2.8024e-02,0.845938
2.8056e-02,0.8
2.8088e-02,0.760313
2.8120e-02,0.729375
2.8152e-02,0.712813
2.8184e-02,0.6825
2.8216e-02,0.65375
2.8248e-02,0.629063
2.8280e-02,0.614063
2.8312e-02,0.574063
2.8344e-02,0.557813
2.8376e-02,0.534063
2.8408e-02,0.49875
2.8440e-02,0.474688
2.8472e-02,0.474688
2.8504e-02,0.466563
2.8536e-02,0.439688
2.8568e-02,0.435313
2.8600e-02,0.416563
2.8632e-02,0.412813
2.8664e-02,0.400938
2.8696e-02,0.399063
2.8728e-02,0.378438
2.8760e-02,0.361875
2.8792e-02,0.367188
2.8824e-02,0.343125
2.8856e-02,0.325625
2.8888e-02,0.320938
2.8920e-02,0.320625
2.8952e-02,0.318438
2.8984e-02,0.31375
2.9016e-02,0.300625
2.9048e-02,0.287188
2.9080e-02,0.284063
2.9112e-02,0.265938
2.9144e-02,0.259688
2.9176e-02,0.242813
2.9208e-02,0.240625
2.9240e-02,0.241563
2.9272e-02,0.240938
2.9304e-02,0.238125
2.9336e-02,0.226875
2.9368e-02,0.212813
2.9400e-02,0.199063
2.9432e-02,0.198125
2.9464e-02,0.189688
2.9496e-02,0.194688
2.9528e-02,0.184063
2.9560e-02,0.184375
2.9592e-02,0.183438
2.9624e-02,0.173125
2.9656e-02,0.1725
2.9688e-02,0.17875
2.9720e-02,0.175625
2.9752e-02,0.175
2.9784e-02,0.165938
2.9816e-02,0.1775
2.9848e-02,0.160625
2.9880e-02,0.160313
2.9912e-02,0.160313
2.9944e-02,0.160313
2.9976e-02,0.160938
3.0008e-02,0.160313
3.0040e-02,0.165
3.0072e-02,0.169375
3.0104e-02,0.173438
3.0136e-02,0.164688
3.0168e-02,0.16125
3.0200e-02,0.160625
3.0232e-02,0.16125
3.0264e-02,0.160625
3.0296e-02,0.16
3.0328e-02,0.16
3.0360e-02,0.16125
3.0392e-02,0.172813
3.0424e-02,0.16125
3.0456e-02,0.160313
3.0488e-02,0.163125
3.0520e-02,0.166563
3.0552e-02,0.160938
3.0584e-02,0.161563
3.0616e-02,0.163438
3.0648e-02,0.165313
3.0680e-02,0.171875
