Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Label,
TIME,CH1
2.5320e-02,0.249687
2.5352e-02,0.251562
2.5384e-02,0.25125
2.5416e-02,0.256719
2.5448e-02,0.25375
2.5480e-02,0.260469
2.5512e-02,0.271406
2.5544e-02,0.270625
2.5576e-02,0.269062
2.5608e-02,0.274062
2.5640e-02,0.279531
2.5672e-02,0.287187
2.5704e-02,0.296406
2.5736e-02,0.305
2.5768e-02,0.318125
2.5800e-02,0.32875
2.5832e-02,0.344375
2.5864e-02,0.362969
2.5896e-02,0.382188
2.5928e-02,0.383125
2.5960e-02,0.405
2.5992e-02,0.427812
2.6024e-02,0.437344
2.6056e-02,0.456875
2.6088e-02,0.480781
2.6120e-02,0.493906
2.6152e-02,0.508437
2.6184e-02,0.522344
2.6216e-02,0.537187
2.6248e-02,0.546406
2.6280e-02,0.553281
2.6312e-02,0.548594
2.6344e-02,0.558906
2.6376e-02,0.566094
2.6408e-02,0.569375
2.6440e-02,0.558438
2.6472e-02,0.549062
2.6504e-02,0.540781
2.6536e-02,0.535937
2.6568e-02,0.515
2.6600e-02,0.490625
2.6632e-02,0.477344
2.6664e-02,0.460781
2.6696e-02,0.441562
2.6728e-02,0.417187
2.6760e-02,0.399219
2.6792e-02,0.377969
2.6824e-02,0.349687
2.6856e-02,0.326563
2.6888e-02,0.313594
2.6920e-02,0.293281
2.6952e-02,0.272344
2.6984e-02,0.253437
2.7016e-02,0.240469
2.7048e-02,0.219219
2.7080e-02,0.210625
2.7112e-02,0.197344
2.7144e-02,0.179219
2.7176e-02,0.176094
2.7208e-02,0.172656
2.7240e-02,0.163906
2.7272e-02,0.149687
2.7304e-02,0.139844
2.7336e-02,0.141406
2.7368e-02,0.142187
2.7400e-02,0.141563
2.7432e-02,0.140625
2.7464e-02,0.141875
2.7496e-02,0.143438
2.7528e-02,0.144062
2.7560e-02,0.142031
2.7592e-02,0.141094
2.7624e-02,0.143125
2.7656e-02,0.142187
2.7688e-02,0.141719
2.7720e-02,0.140937
2.7752e-02,0.141719
2.7784e-02,0.142969
2.7816e-02,0.140781
2.7848e-02,0.14125
2.7880e-02,0.141094
2.7912e-02,0.140781
2.7944e-02,0.140781
2.7976e-02,0.139687
2.8008e-02,0.139687
2.8040e-02,0.139219
2.8072e-02,0.139531
2.8104e-02,0.139844
2.8136e-02,0.139844
2.8168e-02,0.140469
2.8200e-02,0.140312
2.8232e-02,0.142187
2.8264e-02,0.141406
2.8296e-02,0.140937
2.8328e-02,0.140781
2.8360e-02,0.14125
2.8392e-02,0.140625
2.8424e-02,0.140781
2.8456e-02,0.144844
2.8488e-02,0.148125
2.8520e-02,0.150625
2.8552e-02,0.15125
2.8584e-02,0.157812
2.8616e-02,0.165938
2.8648e-02,0.16625
2.8680e-02,0.182969
2.8712e-02,0.190469
2.8744e-02,0.202656
2.8776e-02,0.217031
2.8808e-02,0.232031
2.8840e-02,0.249531
2.8872e-02,0.2675
2.8904e-02,0.282812
2.8936e-02,0.299062
2.8968e-02,0.32125
2.9000e-02,0.345
2.9032e-02,0.362656
2.9064e-02,0.395
2.9096e-02,0.427656
2.9128e-02,0.450469
2.9160e-02,0.480156
2.9192e-02,0.497187
2.9224e-02,0.526562
2.9256e-02,0.544531
2.9288e-02,0.566406
2.9320e-02,0.607656
2.9352e-02,0.632656
2.9384e-02,0.64625
2.9416e-02,0.663438
2.9448e-02,0.686875
2.9480e-02,0.693437
2.9512e-02,0.697969
2.9544e-02,0.700156
2.9576e-02,0.702344
2.9608e-02,0.701563
2.9640e-02,0.674688
2.9672e-02,0.68
2.9704e-02,0.653594
2.9736e-02,0.632969
2.9768e-02,0.614375
2.9800e-02,0.580625
2.9832e-02,0.547813
2.9864e-02,0.52875
2.9896e-02,0.498438
2.9928e-02,0.482813
2.9960e-02,0.462813
2.9992e-02,0.425312
3.0024e-02,0.40375
3.0056e-02,0.370781
3.0088e-02,0.343281
3.0120e-02,0.33125
3.0152e-02,0.313906
3.0184e-02,0.301094
3.0216e-02,0.299531
3.0248e-02,0.295781
3.0280e-02,0.282969
3.0312e-02,0.269219
3.0344e-02,0.267031
3.0376e-02,0.273594
3.0408e-02,0.277031
3.0440e-02,0.282656
3.0472e-02,0.285625
3.0504e-02,0.293906
3.0536e-02,0.304531
3.0568e-02,0.312344
3.0600e-02,0.3225
3.0632e-02,0.330781
3.0664e-02,0.344062
3.0696e-02,0.348906
3.0728e-02,0.363125
3.0760e-02,0.383594
3.0792e-02,0.393281
3.0824e-02,0.415312
3.0856e-02,0.435156
3.0888e-02,0.454687
3.0920e-02,0.477969
3.0952e-02,0.509531
3.0984e-02,0.537656
3.1016e-02,0.581562
3.1048e-02,0.62
3.1080e-02,0.653281
3.1112e-02,0.698594
3.1144e-02,0.752344
3.1176e-02,0.793438
3.1208e-02,0.832031
3.1240e-02,0.896562
3.1272e-02,0.959219
3.1304e-02,1.0175
3.1336e-02,1.0725
3.1368e-02,1.11984
3.1400e-02,1.16109
3.1432e-02,1.20187
3.1464e-02,1.23844
3.1496e-02,1.27859
3.1528e-02,1.31484
3.1560e-02,1.3375
3.1592e-02,1.33688
3.1624e-02,1.34281
3.1656e-02,1.32984
3.1688e-02,1.32313
3.1720e-02,1.3075
3.1752e-02,1.30375
3.1784e-02,1.28391
3.1816e-02,1.23438
3.1848e-02,1.20578
3.1880e-02,1.16812
3.1912e-02,1.10266
3.1944e-02,1.06812
3.1976e-02,1.02281
3.2008e-02,0.975938
3.2040e-02,0.921406
3.2072e-02,0.885937
3.2104e-02,0.8525
3.2136e-02,0.816406
3.2168e-02,0.779531
3.2200e-02,0.737031
3.2232e-02,0.696719
3.2264e-02,0.665781
3.2296e-02,0.647656
3.2328e-02,0.625312
3.2360e-02,0.606094
3.2392e-02,0.580156
3.2424e-02,0.569531
3.2456e-02,0.552812
3.2488e-02,0.542656
3.2520e-02,0.544844
3.2552e-02,0.543906
3.2584e-02,0.52625
3.2616e-02,0.509844
3.2648e-02,0.508281
3.2680e-02,0.513906
3.2712e-02,0.518281
3.2744e-02,0.518906
3.2776e-02,0.536875
3.2808e-02,0.549531
3.2840e-02,0.580625
3.2872e-02,0.595625
3.2904e-02,0.625781
3.2936e-02,0.665312
3.2968e-02,0.710625
3.3000e-02,0.754219
3.3032e-02,0.805625
3.3064e-02,0.870781
3.3096e-02,0.944531
3.3128e-02,1.02188
3.3160e-02,1.12266
3.3192e-02,1.21391
3.3224e-02,1.31109
3.3256e-02,1.42781
3.3288e-02,1.55766
3.3320e-02,1.68391
3.3352e-02,1.82594
3.3384e-02,1.98219
3.3416e-02,2.13016
3.3448e-02,2.2825
3.3480e-02,2.43281
3.3512e-02,2.56078
3.3544e-02,2.70094
3.3576e-02,2.82531
3.3608e-02,2.93141
3.3640e-02,3.01156
3.3672e-02,3.09891
3.3704e-02,3.16156
3.3736e-02,3.20797
3.3768e-02,3.23828
3.3800e-02,3.23375
3.3832e-02,3.225
3.3864e-02,3.18641
3.3896e-02,3.13969
3.3928e-02,3.06937
3.3960e-02,2.99313
3.3992e-02,2.87844
3.4024e-02,2.75578
3.4056e-02,2.61875
3.4088e-02,2.50094
3.4120e-02,2.36469
3.4152e-02,2.21859
3.4184e-02,2.07266
3.4216e-02,1.93109
3.4248e-02,1.77266
3.4280e-02,1.63109
3.4312e-02,1.495
3.4344e-02,1.37688
3.4376e-02,1.25562
3.4408e-02,1.13922
3.4440e-02,1.04719
3.4472e-02,0.974063
3.4504e-02,0.8775
3.4536e-02,0.818281
3.4568e-02,0.771875
3.4600e-02,0.723281
